Scheme Name,Net Asset Value
Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Payout - Regular Plan,9.3213
Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Reinvestment - Direct Plan,9.3571
Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Reinvestment - Regular Plan,9.3213
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund -Regular Plan-IDCW Payout,10.2954
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund- Direct Plan-Growth,10.3272
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Direct Plan- IDCW Reinvestment,10.3272
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Direct Plan-IDCW Payout,10.3272
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Regular Plan -Growth,10.2954
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Regular Plan- IDCW Reinvestment,10.2954
Tata S&P BSE Sensex Index Fund - Direct Plan,153.1077
Tata S&P BSE Sensex Index Fund -Regular Plan,145.7271
Taurus Nifty 50 Index Fund - Direct Plan - Growth,34.9455
Taurus Nifty 50 Index Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,32.7049
Taurus Nifty 50 Index Fund - Regular Plan - Growth,33.0227
Taurus Nifty 50 Index Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,21.0485
UTI Nifty Next 50 Index Fund - Direct Plan - Growth Option,13.6175
UTI Nifty Next 50 Index Fund - Regular Plan - Growth Option,13.2796
UTI CRISIL SDL Maturity April 2033 Index Fund - Direct Plan - Growth Option,10.0532
UTI CRISIL SDL Maturity April 2033 Index Fund - Regular Plan - Growth Option,10.048
UTI CRISIL SDL Maturity June 2027 Index Fund - Direct Plan - Growth Option,10.0192
UTI CRISIL SDL Maturity June 2027 Index Fund - Regular Plan - Growth Option,10.0158
UTI Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth Option,12.1977
UTI Nifty 200 Momentum 30 Index Fund - Regular Plan - Growth Option,12.0757
UTI Nifty 50 Index Fund - Direct Plan - IDCW,59.2649
UTI Nifty 50 Index Fund - Growth Option- Direct,117.6325
UTI Nifty 50 Index Fund - Regular Plan - Growth Option,116.3381
UTI Nifty 50 Index Fund - Regular Plan - IDCW,58.6109
UTI Nifty Midcap 150 Quality 50 Index Fund - Direct Plan - Growth Option,9.198
UTI Nifty Midcap 150 Quality 50 Index Fund - Regular Plan - Growth Option,9.1594
UTI NIFTY SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund - Direct Plan - Growth Option,9.9919
UTI NIFTY SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund - Regular Plan - Growth Option,9.9905
UTI S&P BSE Low Volatility Index Fund - Direct Plan  - Growth Option,10.7741
UTI S&P BSE Low Volatility Index Fund - Regular Plan - Growth Option,10.7237
UTI S&P BSE Sensex Index Fund - Direct Plan - Growth Option,10.2984
UTI S&P BSE Sensex Index Fund - Regular Plan  -Growth Option,10.2874
Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,17.9379
Aditya Birla Sun Life Nifty 200 Quality 30 ETF,14.0827
Aditya Birla Sun Life Nifty ETF,19.4791
Aditya Birla Sun Life Nifty Bank ETF,40.3099
Aditya Birla Sun Life Nifty Healthcare ETF,7.5668
Aditya Birla Sun Life Nifty IT ETF,30.2232
Aditya Birla Sunlife Nifty Next 50 ETF,38.2748
Aditya Birla Sun Life S&P BSE Sensex ETF,57.0404
Aditya Birla Sun Life Silver ETF,65.9776
Axis Nifty 50 ETF,184.0179
Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF,10.7111
Axis NIFTY Bank ETF,405.9398
Axis NIFTY Healthcare ETF,75.7063
Axis NIFTY India Consumption ETF,72.0238
Axis IT ETF,306.8694
Axis Silver ETF,64.2184
DSP NIFTY 1D Rate Liquid ETF - IDCW - Daily Reinvest,1000.0000
DSP Nifty 50 Equal Weight ETF,197.9114
DSP Nifty 50 ETF,175.1891
DSP Nifty Bank ETF,40.2432
DSP Nifty Midcap 150 Quality 50 ETF,158.8111
DSP Silver ETF,62.6035
Bharat Bond ETF - April 2023,1220.9852
Bharat Bond ETF - April 2030,1237.2404
BHARAT Bond ETF - April 2032,1031.863
BHARAT Bond ETF - April 2033,1001.8002
BHARAT Bond ETF April 2025,1103.4288
BHARAT Bond ETF- April 2031,1102.8842
Edelweiss ETF - Nifty Bank,4105.2602
HDFC NIFTY 100 ETF - Growth Option,171.798
HDFC NIFTY 50 Exchange Traded Fund - Growth Plan,187.3896
HDFC NIFTY Banking Exchange Traded Fund - GROWTH,405.0136
HDFC NIFTY GROWTH SECTORS 15 ETF - Growth Option,85.8714
HDFC NIFTY IT ETF - Growth option,297.0646
HDFC NIFTY Midcap 150 ETF - Growth Option,114.1361
HDFC NIFTY NEXT 50 ETF - Growth Option,373.813
HDFC NIFTY Private Bank ETF - Growth Option,205.8567
HDFC NIFTY Smallcap 250 ETF - Growth Option,89.3294
HDFC NIFTY100 Low Volatility 30 ETF - Growth Option,128.8311
HDFC NIFTY100 QUALITY 30 ETF - Growth Option,38.2196
HDFC NIFTY200 MOMENTUM 30 ETF - Growth Option,179.057
HDFC NIFTY 50 VALUE 20 ETF - Growth Option,92.4327
HDFC S&P BSE 500 ETF - Growth Option,23.032
HDFC S&P BSE Sensex Exchange Traded Fund - Growth Plan,641.7187
HDFC Silver ETF - Growth Option,60.8186
BHARAT 22 ETF,57.6983
ICICI Prudential Nifty 10 yr Benchmark G-sec ETF,207.3260
ICICI Prudential Nifty 100 ETF,186.5301
ICICI Prudential Nifty 100 Low Volatility 30 ETF,138.8644
ICICI Prudential Nifty 200 Momentum 30 ETF,18.0955
ICICI Prudential Nifty 5 yr Benchmark G-SEC ETF,50.7969
ICICI Prudential Nifty 50 ETF,188.2917
ICICI Prudential Nifty Alpha Low- Volatility 30 ETF,168.5858
ICICI Prudential Nifty Auto ETF,128.5625
ICICI Prudential Nifty Bank ETF,40.3514
ICICI Prudential Nifty Commodities ETF,53.7078
ICICI Prudential Nifty Financial Services Ex-BaNk ETF,15.9544
ICICI Prudential Nifty FMCG ETF,461.5703
ICICI Prudential Nifty Healthcare ETF,75.7595
ICICI Prudential Nifty India Consumption ETF,72.0504
ICICI Prudential Nifty Infrastructure ETF,51.0654
ICICI Prudential Nifty IT ETF,30.8459
ICICI Prudential Nifty Midcap 150 ETF,116.2904
ICICI Prudential Nifty Next 50 ETF,38.4181
ICICI Prudential Nifty Private Bank ETF,204.0691
ICICI Prudential Nifty50 Value 20 ETF,100.4385
ICICI Prudential S&P BSE 500 ETF,24.2472
ICICI Prudential S&P BSE Liquid Rate ETF,1000.0000
ICICI Prudential S&P BSE Midcap Select ETF,93.4647
ICICI Prudential S&P BSE Sensex ETF,649.7432
ICICI PRUDENTIAL SILVER ETF,64.5630
IDFC Nifty 50 ETF,183.9526
IDFC S&P BSE Sensex ETF,622.8615
Indiabulls Nifty50 Exchange Traded Fund,181.2974
Invesco India Nifty 50 Exchange Traded Fund,1910.3245
Kotak Nifty 100 Low Volatility 30 ETF,13.0928
Kotak Nifty 1D Rate Liquid ETF,1000
Kotak Nifty 50 ETF,184.6146
Kotak Nifty 50 Value 20 ETF - Payout of Income Distribution cum capital withdrawal option,102.3138
Kotak Nifty Alpha 50 ETF,24.5272
Kotak Nifty Bank ETF,408.4308
Kotak Nifty India Consumption ETF,71.3136
Kotak Nifty IT ETF,30.7035
Kotak Nifty Midcap 50 ETF,85.2146
Kotak Nifty MNC ETF,19.0476
Kotak Nifty PSU Bank ETF,363.0019
Kotak S&P BSE Sensex ETF,62.44
Kotak Silver ETF,63.6194
LIC MF Nifty 100 ETF,182.0805
LIC MF Nifty 50 ETF,186.9874
LIC MF Nifty 8-13 yr G-Sec ETF,22.7614
LIC MF S & P BSE Sensex ETF,640.5859
Mirae Asset Hang Seng TECH ETF,13.7324
Mirae Asset ESG Sector Leaders ETF,28.1508
Mirae Asset Nifty 50 ETF (MAN50ETF),180.8443
Mirae Asset Nifty Financial Services ETF,18.1097
Mirae Asset Nifty India Manufacturing ETF,80.1884
Mirae Asset Nifty Midcap 150 ETF Regular Growth Option,11.4663
Mirae Asset Nifty Next 50 ETF (MANxt50ETF),375.9766
Mirae Asset NYSE FANG + ETF,45.1591
Mirae Asset S&P 500 Top 50 ETF,26.8590
Motilal Oswal Nasdaq 100 ETF (MOFN100),97.4930
Motilal Oswal Nasdaq Q50 ETF,53.8974
Motilal Oswal Nifty 200 Momentum 30 ETF,35.9459
Motilal Oswal Nifty 5 year Benchmark G-sec ETF,50.4375
Motilal Oswal Nifty 50 ETF,174.0781
Motilal Oswal Nifty Midcap 100 ETF,31.9397
Motilal Oswal SP BSE Enhanced Value ETF,46.8184
Motilal Oswal S&P BSE Healthcare ETF,21.6787
Motilal Oswal S&P BSE Low Volatility ETF,24.0628
Motilal Oswal S&P BSE Quality ETF,115.8623
CPSE ETF,39.1528
Nippon India ETF Hang Seng BeES,279.2936
Nippon India ETF Nifty 100,177.4991
Nippon India ETF Nifty 1D Rate Liquid BeES - DAILY IDCW Option,1000.0000
Nippon India ETF Nifty 5 yr Benchmark G-Sec,50.6051
Nippon India ETF Nifty 50 BeES,189.3377
Nippon India ETF Nifty 50 Shariah BeES,394.9263
Nippon India ETF Nifty 50 Value 20,103.1728
Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt,23.1044
Nippon India ETF Nifty Bank BeES,407.4997
Nippon India ETF Nifty CPSE Bond Plus SDL Sep2024 50:50,111.1424
Nippon India ETF Nifty Dividend Opportunities 50,48.2447
Nippon India ETF Nifty India Consumption,77.7939
Nippon India ETF Nifty Infrastructure BeES,521.4131
Nippon India ETF Nifty IT,30.9051
Nippon India ETF Nifty Midcap 150,116.4707
Nippon India ETF Nifty Next 50 Junior BeES,394.0080
Nippon India ETF Nifty PSU Bank BeES,40.5073
Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Weight,110.3730
Nippon India ETF S&P BSE Sensex,649.8563
Nippon India ETF S&P BSE Sensex Next 50,47.0519
Nippon India Nifty Auto ETF,128.6251
Nippon India Nifty Pharma ETF,11.8881
Nippon India Silver ETF,62.3962
Quantum Nifty 50 ETF,1833.1939
SBI Nifty 10 yr Benchmark G-Sec ETF,206.5855
SBI Nifty 200 Quality 30 ETF,147.4957
SBI Nifty 50 ETF,179.0270
SBI Nifty Bank ETF,404.1429
SBI Nifty Consumption ETF,71.9468
SBI Nifty IT ETF,308.6488
SBI Nifty Next 50 ETF,389.9434
SBI Nifty Private Bank ETF,206.4112
SBI S&P BSE 100 ETF,187.2555
SBI S&P BSE SENSEX ETF,630.7220
SBI S&P BSE Sensex Next 50 ETF,479.6479
Tata Nifty 50 Exchange Traded Fund,181.3612
Tata Nifty India Digital Exchange Traded Fund,53.1386
Tata Nifty Private Bank Exchange Traded Fund,209.0520
UTI Nifty Next 50 Exchange Traded Fund,39.2317
UTI - S&P BSE Sensex Next 50 Exchange Traded Fund,47.7437
UTI Nifty 50 ETF,1842.8477
UTI Nifty Bank ETF,40.6193
UTI S&P BSE Sensex ETF,626.7867
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA DIRECT GROWTH,13.98
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA REGULAR GROWTH,12.98
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA- Direct - IDCW,13.97
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA- Regular - IDCW,12.98
Axis Children's Gift Fund - Lock in - Direct Growth,20.8452
Axis Children's Gift Fund - Lock in - Direct Plan - IDCW,20.8275
Axis Children's Gift Fund - Lock in - Regular Growth,18.8522
Axis Children's Gift Fund - Lock in - Regular Plan - IDCW,18.8625
Axis Children's Gift Fund - No Lock in - Direct Growth,21.1496
Axis Children's Gift Fund - No Lock in - Direct Plan - IDCW,20.8532
Axis Children's Gift Fund - No Lock in - Regular Plan - Growth,18.8499
Axis Children's Gift Fund - No Lock in - Regular Plan - IDCW,18.8467
HDFC Children Gift Fund-Savings,44.0722
HDFC Childrens Gift Fund - Direct Plan,214.677
HDFC Childrens Gift Fund - Growth Plan,197.418
HDFC Childrens Gift Fund Savings Plan-Direct Plan,45.8807
ICICI Prudential Child Care Fund (Gift Plan) - Cumulative,191.81
ICICI Prudential Child Care Fund (Gift Plan) - Direct Plan - Cumulative,207.21
LIC MF Children's Gift Fund-Direct Plan-Growth,25.0601
LIC MF Children's Gift Fund-Regular Plan-Growth,22.8515
SBI Magnum Children's Benefit Fund - Investment Plan - Direct Plan - Growth,24.4376
SBI Magnum Children's Benefit Fund - Investment Plan - Regular Plan - Growth,23.6003
SBI Magnum Children's Benefit Fund - Savings Plan - DIRECT PLAN - GROWTH,84.1486
SBI Magnum Children's Benefit Fund - Savings Plan - REGULAR PLAN - GROWTH,77.8431
Tata Young Citizens' Fund -Regular Plan-Growth Option,40.8034
Tata Young Citizens' Fund-Direct Plan-Growth Option,44.8366
UTI CCF Saving Plan - Direct Plan,31.0952
UTI CCF Saving Plan - Regular Plan,30.5607
UTI CCF Investment Plan - Direct Plan - Growth Option,61.0225
UTI CCF Investment Plan - Direct Plan - IDCW,61.1268
UTI CCF Investment Plan - Regular Plan - Growth Option,56.3616
UTI CCF Investment Plan - Regular Plan - IDCW,56.3649
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Direct - Payout of IDCW,13.589
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Direct Growth,13.599
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Regular - Payout of IDCW,12.717
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Regular Growth,12.723
Aditya Birla Sun Life Retirement Fund-The 40s Plan- Direct - Payout of IDCW,13.412
Aditya Birla Sun Life Retirement Fund-The 40s Plan-Direct Plan-Growth,13.415
Aditya Birla Sun Life Retirement Fund-The 40s Plan-Regular - Payout of IDCW,12.606
Aditya Birla Sun Life Retirement Fund-The 40s Plan-Regular Plan-Growth,12.606
Aditya Birla Sun Life Retirement Fund-The 50s Plan- Direct - Payout of IDCW,12.2577
Aditya Birla Sun Life Retirement Fund-The 50s Plan- Regular - Payout of IDCW,11.5893
Aditya Birla Sun Life Retirement Fund-The 50s Plan-Direct Plan-Growth,12.2579
Aditya Birla Sun Life Retirement Fund-The 50s Plan-Regular Plan-Growth,11.5902
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan - Direct - Payout of IDCW,12.1032
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan - Regular - Payout of IDCW,11.4649
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan-Direct Plan-Growth,12.1033
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan-Regular Plan-Growth,11.4641
Axis Retirement Savings Fund - Aggressive Plan - Direct Growth,12.89
Axis Retirement Savings Fund - Aggressive Plan - Direct Plan - IDCW,12.86
Axis Retirement Savings Fund - Aggressive Plan - Regular Growth,12.21
Axis Retirement Savings Fund - Aggressive Plan - Regular Plan - IDCW,12.21
Axis Retirement Savings Fund - Conservative Plan - Direct Growth,12.8073
Axis Retirement Savings Fund - Conservative Plan - Direct Plan - IDCW,12.6984
Axis Retirement Savings Fund - Conservative Plan - Regular Growth,12.1188
Axis Retirement Savings Fund - Conservative Plan - Regular Plan - IDCW,12.1180
Axis Retirement Savings Fund - Dynamic Plan - Direct Growth,13.42
Axis Retirement Savings Fund - Dynamic Plan - Direct Plan - IDCW,13.28
Axis Retirement Savings Fund - Dynamic Plan - Regular Growth,12.66
Axis Retirement Savings Fund - Dynamic Plan - Regular Plan - IDCW,12.66
Franklin India  PENSION PLAN - Direct - Growth,175.0190
Franklin India Pension Plan - Direct - IDCW ,17.2587
Franklin India Pension Plan - IDCW ,15.6494
Franklin India Pension Plan-Growth,162.6347
HDFC Retirement Savings Fund - Equity Plan - Growth Option,31.092
HDFC Retirement Savings Fund - Equity Plan - Growth Option - Direct Plan,34.316
HDFC Retirement Savings Fund - Hybrid-Debt Plan - Growth Option,17.0899
HDFC Retirement Savings Fund - Hybrid-Debt Plan - Growth Option - Direct Plan,18.771
HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option,26.141
HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option - Direct Plan,28.865
ICICI Prudential Retirement Fund - Hybrid Aggressive - Direct Plan - Growth Option,15.44
ICICI Prudential Retirement Fund - Hybrid Aggressive - Direct Plan - IDCW Option,15.44
ICICI Prudential Retirement Fund - Hybrid Aggressive - Growth Option,14.45
ICICI Prudential Retirement Fund - Hybrid Aggressive - IDCW Option,14.45
ICICI Prudential Retirement Fund - Hybrid Conservative - Direct Plan - Growth Option,13.5775
ICICI Prudential Retirement Fund - Hybrid Conservative - Direct Plan - IDCW Option,13.5773
ICICI Prudential Retirement Fund - Hybrid Conservative - Growth Option,12.8001
ICICI Prudential Retirement Fund - Hybrid Conservative - IDCW Option,12.8000
ICICI Prudential Retirement Fund - Pure Debt - Direct Plan - Growth Option,13.5822
ICICI Prudential Retirement Fund - Pure Debt - Direct Plan - IDCW Option,13.5821
ICICI Prudential Retirement Fund - Pure Debt - Growth Option,12.8006
ICICI Prudential Retirement Fund - Pure Debt - IDCW Option,12.8008
ICICI Prudential Retirement Fund - Pure Equity - Direct Plan - Growth Option,17.69
ICICI Prudential Retirement Fund - Pure Equity - Direct Plan - IDCW Option,17.69
ICICI Prudential Retirement Fund - Pure Equity - Growth Option,16.58
ICICI Prudential Retirement Fund - Pure Equity - IDCW Option,16.58
NIPPON INDIA RETIREMENT FUND - INCOME GENERATION SCHEME - Direct Plan - IDCW Option,17.7081
NIPPON INDIA RETIREMENT FUND - INCOME GENERATION SCHEME - IDCW Option,15.9603
Nippon India Retirement Fund- Income Generation Scheme- Direct Plan- Growth Plan - Growth Option,17.7081
Nippon India Retirement Fund- Income Generation Scheme- Direct Plan-Growth Plan- Bonus Option,17.7081
Nippon India Retirement Fund- Income Generation Scheme- Growth Plan- Bonus Option,15.9581
Nippon India Retirement Fund- Income Generation Scheme-Growth Plan - Growth Option,15.9581
NIPPON INDIA RETIREMENT FUND - WEALTH CREATION SCHEME - Direct Plan - IDCW Option,16.5791
NIPPON INDIA RETIREMENT FUND - WEALTH CREATION SCHEME - IDCW Option,14.8922
Nippon India Retirement Fund- Wealth Creation Scheme- Direct Plan- Growth Plan - Growth Option,19.0068
Nippon India Retirement Fund- Wealth Creation Scheme- Direct Plan-Growth Plan- Bonus Option,19.0068
Nippon India Retirement Fund- Wealth Creation Scheme- Growth Plan - Growth Option,17.2638
Nippon India Retirement Fund- Wealth Creation Scheme- Growth Plan- Bonus Option,17.2638
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Direct Plan - Growth,13.5434
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),13.5450
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Regular Plan - Growth,13.1848
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),13.1847
SBI Retirement Benefit Fund - Aggressive Plan - Direct Plan - Growth,14.0633
SBI Retirement Benefit Fund - Aggressive Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),14.0557
SBI Retirement Benefit Fund - Aggressive Plan - Regular Plan - Growth,13.6495
SBI Retirement Benefit Fund - Aggressive Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),13.6500
SBI Retirement Benefit Fund - Conservative Hybrid Plan - Direct Plan - Growth,12.0427
SBI Retirement Benefit Fund - Conservative Hybrid Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),12.0414
SBI Retirement Benefit Fund - Conservative Hybrid Plan - Regular Plan - Growth,11.8629
SBI Retirement Benefit Fund - Conservative Hybrid Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),11.8645
SBI Retirement Benefit Fund - Conservative Plan - Direct Plan - Growth,11.4690
SBI Retirement Benefit Fund - Conservative Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),11.4673
SBI Retirement Benefit Fund - Conservative Plan - Regular Plan - Growth,11.3440
SBI Retirement Benefit Fund - Conservative Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),11.3439
Tata Retirement Savings Fund- Conservative Plan-Direct Plan-Growth Option,28.3154
Tata Retirement Savings Fund- Conservative Plan-Regular Plan-Growth Option,24.8709
Tata Retirement Savings Fund- Moderate Plan -Direct Plan-Growth Option,48.0085
Tata Retirement Savings Fund- Moderate Plan-Regular Plan-Growth Option,41.6859
Tata Retirement Savings Fund - Progressive Plan -Regular Plan-Growth Option,40.6780
Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,47.7039
Union Retirement Fund - Direct Plan - Growth Option,9.76
Union Retirement Fund - Direct Plan - IDCW Option,9.76
Union Retirement Fund - Regular Plan - Growth Option,9.68
Union Retirement Fund - Regular Plan - IDCW Option,9.68
UTI - Retirement Benefit Pension Fund - Regular Plan,35.6635
UTI - Retirement Benefit Pension Fund- Direct,37.9047
IIFL CAPITAL ENHANCER FUND SERIES 1-DIRECT PLAN-DIVIDEND PAYOUT,9.9235
IIFL CAPITAL ENHANCER FUND SERIES 1-DIRECT PLAN-GROWTH,10.4201
IIFL CAPITAL ENHANCER FUND SERIES 1-REGULAR PLAN-DIVIDEND PAYOUT,9.9048
IIFL CAPITAL ENHANCER FUND SERIES 1-REGULAR PLAN-GROWTH,10.2799
Kotak Monthly Interval Plan Series 4-Direct Plan- Dividend Reinvestment,10.0087785
Kotak Monthly Interval Plan Series 4-Direct Plan- Growth,0.0001
Kotak Monthly Interval Plan Series 4-Regular Plan- Dividend Reinvestment,10.00871954
Kotak Monthly Interval Plan Series 4-Regular Plan- Growth,10.07183073
Kotak Quarterly Interval Plan Series 12-Direct Plan-Growth,10.40029408
Kotak Quarterly Interval Plan Series 12-Regular Plan-Dividend Payout,10.018167
Kotak Quarterly Interval Plan Series 12-Regular Plan-Growth,10.39494886
Kotak Quarterly Interval Plan Series13- Direct Plan- Dividend Payout,10.0036
Kotak Quarterly Interval Plan Series13- Direct Plan- Growth,10.1855
Kotak Quarterly Interval Plan Series13- Regular Plan- Dividend Payout,10.0029
Kotak Quarterly Interval Plan Series13- Regular Plan- Growth,10.1862
Nippon India Annual Interval Fund - Series I - Direct Plan Growth Plan - Growth,23.1162
NIPPON INDIA ANNUAL INTERVAL FUND - SERIES I - IDCW Option,10.7514
NIPPON INDIA ANNUAL INTERVAL FUND - SERIES I - RETAIL Plan - IDCW Option,10.7422
Nippon India Interval Fund Annual Interval Fund Series-I- Growth Option,22.8961
Nippon India Interval Fund Annual Interval Fund Series-I-Retail Plan Growth Option,30.8498
Nippon India Interval Fund V - Series 2 - Direct Plan - Dividend Payout Option,10.0000
Nippon India Interval Fund V - Series 2 - Direct Plan - Growth Option,10.8556
Nippon India Interval Fund V - Series 2 - Dividend Payout Option,10.0001
Nippon India Interval Fund V - Series 2 - Growth Option,10.8332
Nippon India Interval Fund V- Series 1- Direct Plan- Dividend Option,10.0000
Nippon India Interval Fund V- Series 1- Direct Plan-Growth Option,10.8758
Nippon India Interval Fund V- Series 1- Dividend Option,10.0000
Nippon India Interval Fund V- Series 1- Growth Option,10.8539
Nippon India Interval Fund-Monthly Interval Fund-Series-I- Growth Option,29.0912
Nippon India Interval Fund-Monthly Interval Fund-Series-I-Institutional Plan-Dividend Option,10.0033
NIPPON INDIA MONTHLY INTERVAL FUND - SERIES I - Direct Plan - IDCW Option,10.0002
